,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
0,bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,45743.0,860728353101,1,962115590011.0,30998842025,47362.0,45666.0,-1140.751685463263,-2.43317,-19641896253.171387,-2.23109,18787031.0,21000000.0,21000000.0,64805.0,-29.03533,2021-04-14T11:54:46.763Z,67.81,67720.58162,2013-07-06T00:00:00.000Z,,2021-08-15T17:17:35.503Z
1,ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,3121.19,366798349050,2,,20981771353,3288.26,3129.82,-139.723464830625,-4.2848,-15149319740.680298,-3.96633,117117826.749,,,4356.99,-27.60217,2021-05-12T14:41:48.623Z,0.432979,728426.71045,2015-10-20T00:00:00.000Z,"{'times': 90.01908173950366, 'currency': 'btc', 'percentage': 9001.908173950367}",2021-08-15T17:17:27.449Z
2,cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,2.09,67029894511,3,94065630404.0,5510554951,2.24,2.07,-0.087580302831,-4.02921,-2939477823.8291626,-4.20109,32066390668.4135,45000000000.0,45000000000.0,2.45,-14.06287,2021-05-16T07:44:28.033Z,0.01925275,10815.71392,2020-03-13T02:22:55.044Z,,2021-08-15T17:17:40.053Z
3,tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether-logo.png?1598003707,0.998656,63513275346,4,,59238744848,1.01,0.991489,-0.002397928671,-0.23954,3074147.0,0.00484,63598735031.2064,63598735031.2064,,1.32,-24.2289,2018-07-24T00:00:00.000Z,0.572521,75.10692,2015-03-02T00:00:00.000Z,,2021-08-15T17:06:28.787Z
4,binancecoin,bnb,Binance Coin,https://assets.coingecko.com/coins/images/825/large/binance-coin-logo.png?1547034615,399.64,61919521687,5,68330502951.0,1485253788,410.61,397.11,-7.922832657425,-1.94396,-1164188965.0673904,-1.84547,154533651.9,170533651.9,170533651.9,686.31,-41.38159,2021-05-10T07:24:17.097Z,0.0398177,1010259.79075,2017-10-19T00:00:00.000Z,,2021-08-15T17:17:57.680Z
5,ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,1.25,58083031904,6,125131467913.0,11688501044,1.34,1.2,0.02712091,2.22149,873808668.0,1.52739,46417606117.0,100000000000.0,100000000000.0,3.4,-63.02998,2018-01-07T00:00:00.000Z,0.00268621,46672.56665,2014-05-22T00:00:00.000Z,,2021-08-15T17:17:22.990Z
6,dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.300655,39430975883,7,,4364128486,0.310053,0.284944,0.0126763,4.40181,1705309839.0,4.52029,130868317235.563,,,0.731578,-58.58354,2021-05-08T05:08:23.458Z,8.69e-05,348554.35137,2015-05-06T00:00:00.000Z,,2021-08-15T17:17:28.251Z
7,usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,0.998774,27591084676,8,,2003140359,1.0,0.994164,-0.001436588632,-0.14363,-151069756.03139496,-0.54455,27616753862.8376,27618793090.6576,,1.17,-14.78333,2019-05-08T00:40:28.300Z,0.891848,12.05285,2021-05-19T13:14:05.611Z,,2021-08-15T17:17:32.358Z
8,polkadot,dot,Polkadot,https://assets.coingecko.com/coins/images/12171/large/aJGBjJFU_400x400.jpg?1597804776,21.93,22442367353,9,,846894374,23.32,21.91,-0.644012594387,-2.85279,-597444736.7835922,-2.5931,1021233244.78142,1101881656.69537,,49.35,-55.32395,2021-05-15T03:59:58.961Z,2.7,717.33234,2020-08-20T05:48:11.359Z,,2021-08-15T17:18:05.383Z
9,uniswap,uni,Uniswap,https://assets.coingecko.com/coins/images/12504/large/uniswap-uni.png?1600306604,28.45,14870134132,10,28604256613.0,380102776,30.36,28.53,-1.388601286744,-4.65338,-602640877.4114685,-3.89485,519857388.1320768,1000000000.0,1000000000.0,44.92,-36.12811,2021-05-03T05:25:04.822Z,1.03,2684.97628,2020-09-17T01:20:38.214Z,,2021-08-15T17:17:52.800Z
10,solana,sol,Solana,https://assets.coingecko.com/coins/images/4128/large/coinmarketcap-solana-200.png?1616489452,49.12,14144302031,11,24140607518.0,737602212,49.45,43.27,5.14,11.68638,1544820153.0,12.26098,286295153.853395,488630611.0,488630611.0,58.03,-14.81096,2021-05-18T16:59:08.690Z,0.500801,9771.86986,2020-05-11T19:35:23.449Z,,2021-08-15T17:18:06.679Z
11,bitcoin-cash,bch,Bitcoin Cash,https://assets.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1594689492,678.66,12819550002,12,14305542564.0,4586935681,708.38,663.47,7.97,1.18826,202724745.0,1.60678,18818618.6467892,21000000.0,21000000.0,3785.82,-81.91914,2017-12-20T00:00:00.000Z,76.93,789.72597,2018-12-16T00:00:00.000Z,,2021-08-15T17:17:37.404Z
12,binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,0.997629,12019972948,13,,3887083908,1.01,0.992805,-0.002476923287,-0.24767,12806162.0,0.10665,12047405938.99,12047405938.99,,1.15,-13.39962,2020-03-13T02:35:42.953Z,0.901127,10.92164,2021-05-19T13:04:37.445Z,,2021-08-15T17:17:42.186Z
13,litecoin,ltc,Litecoin,https://assets.coingecko.com/coins/images/2/large/litecoin.png?1547033580,177.61,11906754915,14,,2490998990,185.64,176.55,-4.149764160046,-2.28308,-189604694.62503815,-1.56745,66752614.5153875,84000000.0,,410.26,-56.21608,2021-05-10T03:13:07.904Z,1.15,15535.55117,2015-01-14T00:00:00.000Z,,2021-08-15T17:18:07.639Z
14,chainlink,link,Chainlink,https://assets.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1547034700,25.97,11615771852,15,26043773614.0,865926262,27.51,26.04,-1.178726952621,-4.34141,-521083279.87934685,-4.2934,446009553.9174637,1000000000.0,1000000000.0,52.7,-50.36515,2021-05-10T00:13:57.214Z,0.148183,17551.0416,2017-11-29T00:00:00.000Z,,2021-08-15T17:17:38.871Z
15,ethereum-classic,etc,Ethereum Classic,https://assets.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1547034169,73.06,9432482248,16,,6118054671,75.3,65.09,6.78,10.22598,826905524.0,9.60895,128953311.887614,210700000.0,,167.09,-55.93514,2021-05-06T18:34:22.133Z,0.615038,11870.95625,2016-07-25T00:00:00.000Z,"{'times': 161.35454768506892, 'currency': 'usd', 'percentage': 16135.454768506894}",2021-08-15T17:17:32.214Z
16,matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,1.41,9127326440,17,14132101464.0,797911302,1.47,1.38,-0.041237459521,-2.84537,-233737108.33802414,-2.49691,6458576924.0,10000000000.0,10000000000.0,2.62,-45.85589,2021-05-18T19:38:18.813Z,0.00314376,45030.86988,2019-05-10T00:00:00.000Z,"{'times': 534.3788596289806, 'currency': 'usd', 'percentage': 53437.885962898064}",2021-08-15T17:17:44.943Z
17,wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://assets.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1548822744,45743.0,8938401476,18,8938401476.0,241513209,47378.0,45643.0,-1100.109267713117,-2.3485,-196492732.75847626,-2.15101,195023.05983435,195023.05983435,195023.05983435,64565.0,-28.74245,2021-04-14T12:00:05.340Z,3139.17,1365.59621,2019-04-02T00:00:00.000Z,,2021-08-15T17:18:06.299Z
18,stellar,xlm,Stellar,https://assets.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1552356157,0.378177,8920682515,19,18969533802.0,1342606040,0.401008,0.366066,0.0033129,0.88376,36992812.0,0.41641,23514031157.9948,50001802900.4445,50001802900.4445,0.875563,-56.58745,2018-01-03T00:00:00.000Z,0.00047612,79733.13044,2015-03-05T00:00:00.000Z,,2021-08-15T17:17:39.066Z
19,vechain,vet,VeChain,https://assets.coingecko.com/coins/images/1167/large/VeChain-Logo-768x725.png?1547035194,0.131451,8819933117,20,,1229807794,0.135674,0.125571,0.00113414,0.87029,125331928.0,1.44149,66760741299.0,86712634466.0,,0.280991,-52.56849,2021-04-19T01:08:21.675Z,0.00191713,6851.95861,2020-03-13T02:29:59.652Z,"{'times': 13.724430361527004, 'currency': 'eth', 'percentage': 1372.4430361527004}",2021-08-15T17:17:51.694Z
20,internet-computer,icp,Internet Computer,https://assets.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1620703073,58.86,8132465000,21,27873528086.0,411303378,65.16,59.29,-4.686013165011,-7.3746,-555937416.2548208,-6.39861,136899213.55,469213710.0,469213710.0,700.65,-91.38076,2021-05-10T16:05:53.653Z,27.44,120.11031,2021-07-20T10:14:50.919Z,,2021-08-15T17:18:00.361Z
21,terra-luna,luna,Terra,https://assets.coingecko.com/coins/images/8284/large/luna1557227471663.png?1567147072,17.22,7093866548,22,,211582210,17.43,16.56,-0.038992073692,-0.22597,-12185068.296103477,-0.17147,411783541.674433,996570056.993885,,22.36,-23.25301,2021-03-21T11:59:15.174Z,0.121798,13987.52749,2020-03-18T17:03:01.083Z,,2021-08-15T17:18:09.168Z
22,theta-token,theta,Theta Network,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1548387191,7.04,7024588844,23,,330988223,7.39,7.01,-0.170112510838,-2.35891,-201787809.6680088,-2.79238,1000000000.0,1000000000.0,,15.72,-55.16196,2021-04-16T13:15:11.190Z,0.04039979,17346.65523,2020-03-13T02:24:16.483Z,"{'times': 45.94244471322736, 'currency': 'usd', 'percentage': 4594.244471322736}",2021-08-15T17:17:47.878Z
23,filecoin,fil,Filecoin,https://assets.coingecko.com/coins/images/12817/large/filecoin.png?1602753933,70.21,6802054437,24,139067005941.0,625275120,74.47,70.38,-2.483066580645,-3.41576,-186463397.76871204,-2.66814,96483122.0,1972583287.0,1972583287.0,236.84,-70.04021,2021-04-01T13:29:41.564Z,20.06,253.73027,2020-12-29T22:32:28.483Z,,2021-08-15T17:18:04.678Z
24,tron,trx,TRON,https://assets.coingecko.com/coins/images/1094/large/tron-logo.png?1547035066,0.089565,6436116718,25,,1409137689,0.094383,0.089794,-0.001402510846,-1.54177,-100394945.74155426,-1.53591,71660220128.0,100850743812.0,,0.231673,-61.05221,2018-01-05T00:00:00.000Z,0.00180434,4900.79513,2017-11-12T00:00:00.000Z,"{'times': 46.13957435084896, 'currency': 'usd', 'percentage': 4613.957435084896}",2021-08-15T17:17:35.738Z
25,okb,okb,OKB,https://assets.coingecko.com/coins/images/4463/large/okb_token.png?1548386209,21.84,5854795387,26,,512670584,23.11,21.87,-0.79172168182,-3.49886,-192074588.62988853,-3.17643,267436117.72,300000000.0,,44.01,-50.24923,2021-05-03T01:03:16.108Z,0.580608,3670.69854,2019-01-14T00:00:00.000Z,,2021-08-15T17:18:10.422Z
26,dai,dai,Dai,https://assets.coingecko.com/coins/images/9956/large/dai-multi-collateral-mcd.png?1574218774,0.99944,5707730866,27,5707730866.0,321876064,1.01,0.995454,-0.001006931211,-0.10065,17532649.0,0.30812,5710929372.87637,5710929372.87637,5710929372.87637,1.22,-17.88878,2020-03-13T03:02:50.373Z,0.903243,10.80945,2019-11-25T00:04:18.137Z,,2021-08-15T17:06:11.944Z
27,aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1601374110,392.64,5103534526,28,6305892131.0,234835091,415.9,393.54,-20.368950032626,-4.93183,-243686764.4591303,-4.55726,12949246.628103152,16000000.0,16000000.0,661.69,-39.96268,2021-05-18T21:19:59.514Z,26.02,1426.56776,2020-11-05T09:20:11.928Z,,2021-08-15T17:17:43.783Z
28,ftx-token,ftt,FTX Token,https://assets.coingecko.com/coins/images/9026/large/F.png?1609051564,47.69,5077644996,29,16109583349.0,164254520,50.7,46.92,0.355978,0.75211,47576783.0,0.94585,106262621.01874323,337133957.085971,337133957.085971,63.12,-23.86839,2021-05-12T03:59:29.290Z,1.15,4079.47351,2019-09-06T00:00:00.000Z,,2021-08-15T17:17:56.887Z
29,eos,eos,EOS,https://assets.coingecko.com/coins/images/738/large/eos-eos-logo.png?1547034481,5.23,5036542747,30,,2038909717,5.56,5.19,-0.09003982748,-1.69365,-95705793.46608257,-1.86479,962390983.7977,,,22.71,-76.83495,2018-04-29T07:50:33.540Z,0.5024,947.18908,2017-10-23T00:00:00.000Z,"{'times': 4.27905694900237, 'currency': 'usd', 'percentage': 427.905694900237}",2021-08-15T17:17:37.956Z
30,compound-usd-coin,cusdc,cUSDC,https://assets.coingecko.com/coins/images/9442/large/Compound_USDC.png?1567581577,0.02211415,4959458896,31,,1738806,0.02223405,0.02198091,-8.877407e-06,-0.04013,108448707.0,2.23559,223822566267.721,223822566267.721,,0.058843,-62.43027,2020-10-21T11:24:27.820Z,0.00620705,256.16434,2021-03-04T08:11:37.438Z,,2021-08-15T17:13:33.826Z
31,compound-ether,ceth,cETH,https://assets.coingecko.com/coins/images/10643/large/ceth2.JPG?1581389598,62.81,4871062573,32,,11119035,65.92,63.1,-2.440801145317,-3.74092,-178927337.29325867,-3.54312,77155947.3121017,77155947.3121017,,87.15,-27.33811,2021-05-12T14:49:23.076Z,1.89,3256.95411,2020-03-13T02:22:33.711Z,,2021-08-15T17:13:34.486Z
32,monero,xmr,Monero,https://assets.coingecko.com/coins/images/69/large/monero_logo.png?1547033729,264.34,4756564396,33,,187466766,274.98,262.04,-7.182523558785,-2.64532,-130807182.05319309,-2.67643,17973712.923862,,,542.33,-51.10099,2018-01-09T00:00:00.000Z,0.216177,122573.64607,2015-01-14T00:00:00.000Z,,2021-08-15T17:18:09.604Z
33,cdai,cdai,cDAI,https://assets.coingecko.com/coins/images/9281/large/cDAI.png?1576467585,0.02160695,4498543651,34,,70557,0.02180444,0.02145235,1.84e-05,0.08522,16256045.0,0.36267,208198960888.955,208198960888.955,,0.03159087,-31.68875,2020-10-12T21:29:00.007Z,0.00728854,196.08266,2020-03-18T04:29:40.819Z,,2021-08-15T17:13:34.190Z
34,klay-token,klay,Klaytn,https://assets.coingecko.com/coins/images/9672/large/CjbT82vP_400x400.jpg?1570548320,1.73,4318858825,35,,64196808,1.86,1.7,-0.01514959483,-0.86669,-45651536.170825005,-1.04597,2495654600.2,,,4.34,-59.82422,2021-03-30T03:44:28.828Z,0.06044,2784.1895,2020-04-29T08:19:34.574Z,,2021-08-15T17:18:04.426Z
35,pancakeswap-token,cake,PancakeSwap,https://assets.coingecko.com/coins/images/12632/large/IMG_0440.PNG?1602654093,20.21,4249778881,36,,152140039,20.78,19.96,-0.444366446107,-2.1512,-75994470.73236895,-1.75678,210066870.282807,,,43.96,-53.89417,2021-04-30T10:08:22.934Z,0.194441,10324.90885,2020-11-03T14:29:34.165Z,,2021-08-15T17:17:32.443Z
36,cosmos,atom,Cosmos,https://assets.coingecko.com/coins/images/1481/large/cosmos_hub.png?1555657960,15.0,4177757883,37,,208520476,15.89,14.85,-0.099132369603,-0.65648,-7643861.786020279,-0.18263,277575504.841111,,,31.7,-52.1838,2021-05-07T16:18:33.469Z,1.16,1206.71497,2020-03-13T02:27:44.591Z,"{'times': 149.0134545943172, 'currency': 'usd', 'percentage': 14901.34545943172}",2021-08-15T17:17:53.600Z
37,the-graph,grt,The Graph,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566,0.859615,4062669850,38,8615135664.0,170593426,0.914491,0.847243,-0.033717270067,-3.77432,-143616036.83387423,-3.41432,4715735200.0,10000000000.0,10000000000.0,2.84,-69.45142,2021-02-12T07:28:45.775Z,0.103254,740.68102,2020-12-17T21:28:41.332Z,,2021-08-15T17:17:40.247Z
38,shiba-inu,shib,Shiba Inu,https://assets.coingecko.com/coins/images/11939/large/shiba.png?1622619446,7.93e-06,3965972481,39,,340568034,8.32e-06,7.87e-06,-1.53067e-07,-1.89289,-57716831.27514362,-1.43443,497730966630395.75,1000000000000000.0,,3.791e-05,-78.92494,2021-05-10T22:53:42.945Z,5.6e-11,14174998.91081,2020-11-28T11:26:25.838Z,,2021-08-15T17:18:01.887Z
39,neo,neo,NEO,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1594357361,53.68,3798168012,40,,551680341,55.9,53.03,-1.125582664978,-2.05381,-80346864.7982893,-2.07159,70530000.0,100000000.0,,198.38,-72.69001,2018-01-15T00:00:00.000Z,0.078349,69049.14409,2016-10-21T00:00:00.000Z,"{'times': 1490.0817829821228, 'currency': 'usd', 'percentage': 149008.17829821227}",2021-08-15T17:18:01.417Z
40,axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1604471082,65.15,3754395707,41,17659402827.0,443946450,68.42,64.23,-2.446797125265,-3.61973,-125629536.45336533,-3.23785,57402101.91691623,270000000.0,270000000.0,75.73,-13.77902,2021-08-11T06:30:15.701Z,0.123718,52679.32692,2020-11-06T08:05:43.662Z,,2021-08-15T17:17:52.979Z
41,crypto-com-chain,cro,Crypto.com Coin,https://assets.coingecko.com/coins/images/7310/large/cypto.png?1547043960,0.14759,3741974947,42,,34555342,0.150658,0.145531,-0.000922679905,-0.62128,-16621470.175039291,-0.44223,25263013692.0,30263013692.0,,0.27702,-46.31172,2021-02-22T11:33:57.751Z,0.0121196,1127.16342,2019-02-08T00:00:00.000Z,,2021-08-15T17:17:12.831Z
42,maker,mkr,Maker,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1585191826,3640.78,3288170402,43,3668554719.0,129844042,3892.48,3632.98,-217.619136228135,-5.64014,-207011163.85643578,-5.92276,901310.9472893132,991328.381954929,1005577.0,6292.31,-41.68307,2021-05-03T21:54:29.333Z,168.36,2079.57815,2020-03-16T20:52:36.527Z,,2021-08-15T17:17:56.806Z
43,iota,miota,IOTA,https://assets.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1604238557,1.11,3093817109,44,,55880235,1.17,1.1,-0.024437777375,-2.15265,-73848369.06649065,-2.33132,2779530283.277761,2779530283.0,,5.25,-78.61918,2017-12-19T00:00:00.000Z,0.081637,1274.65481,2020-03-13T02:22:41.168Z,"{'times': 17.084755173038342, 'currency': 'btc', 'percentage': 1708.4755173038343}",2021-08-15T17:18:11.417Z
44,bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1558947902,162.63,3067498230,45,,411996244,171.51,161.26,-1.06972383035,-0.65345,281724.0,0.00919,18815601.644239,21000000.0,,489.75,-66.49368,2021-04-16T17:09:04.630Z,42.02,290.54738,2018-11-23T00:00:00.000Z,,2021-08-15T17:17:51.396Z
45,bittorrent-2,btt,BitTorrent,https://assets.coingecko.com/coins/images/7595/large/BTT_Token_Graphic.png?1555066995,0.00463954,3064359571,46,,522131548,0.00487471,0.00462138,-0.00014746315,-3.08049,-98157429.18378162,-3.10378,659071882049.0,990000000000.0,,0.01356626,-65.57174,2021-04-05T04:09:06.433Z,0.00013814,3281.01347,2020-03-13T02:22:57.629Z,"{'times': 37.6628250061611, 'currency': 'usd', 'percentage': 3766.28250061611}",2021-08-15T17:18:09.048Z
46,algorand,algo,Algorand,https://assets.coingecko.com/coins/images/4380/large/download.png?1547039725,0.938123,3054423723,47,9397064896.0,158673853,0.984555,0.921334,-0.002213723111,-0.23542,-6282626.1198682785,-0.20527,3250401861.17367,10000000000.0,10000000000.0,3.56,-73.3736,2019-06-20T14:51:19.480Z,0.105336,800.17816,2020-03-13T02:20:48.438Z,"{'times': -0.6091152900875015, 'currency': 'usd', 'percentage': -60.91152900875015}",2021-08-15T17:18:03.550Z
47,avalanche-2,AVAX,Avalanche,https://assets.coingecko.com/coins/images/12559/large/coin-round-red.png?1604021818,17.39,3022604151,48,12538282010.0,73084359,18.29,17.21,-0.582237714655,-3.24017,-98846748.88653517,-3.16669,173570429.081201,377752194.4695483,720000000.0,59.4,-70.5519,2021-02-10T22:23:34.616Z,2.8,524.51952,2020-12-31T13:15:21.540Z,,2021-08-15T17:17:56.469Z
48,tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1547034862,3.58,3020336877,49,,163239024,3.75,3.57,-0.060453769711,-1.65852,-51164912.77723217,-1.66579,841322162.406424,,,8.27,-56.41198,2021-05-07T02:09:26.683Z,0.350476,928.05814,2018-12-07T00:00:00.000Z,"{'times': 6.6267723154182425, 'currency': 'usd', 'percentage': 662.6772315418242}",2021-08-15T17:18:01.076Z
49,amp-token,amp,Amp,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,0.060104,2896567333,50,5986020639.0,27360283,0.061978,0.060102,-0.000925423914,-1.51636,-35066176.09977913,-1.19613,48013928909.1577,99226354009.8232,99225164238.50153,0.120813,-50.05479,2021-06-16T16:03:41.147Z,0.00250501,2308.77505,2020-11-04T13:18:12.191Z,,2021-08-15T17:18:03.870Z
